"name","descriptionEs","descriptionEn","cityName","streetAddressEs","streetAddressEn","image1","image2","price","region","telephone","url","locationNameEs","locationNameEn","lat","long"
"Bodegas Berceo","<p>Bodegas Berceo se funda en 1801, siendo la bodega m&aacute;s antigua de la ciudad de Haro, el coraz&oacute;n de la zona vin&iacute;cola de la DOCa Rioja y la &uacute;nica de la &eacute;poca con dise&ntilde;o vertical que sigue en funcionamiento.</p><p>El calado de las bodegas est&aacute; instalado en lo que fueron las antiguas galer&iacute;as del Castillo de Haro, que datan del medievo. En cuanto a la elaboraci&oacute;n de los vinos, su filosof&iacute;a se basa en dos fuentes de inspiraci&oacute;n, que son las que hoy nutren el mundo del vino: por un lado, la experiencia del viejo continente europeo; por otro, las t&eacute;cnicas vanguardistas del nuevo mundo. La combinaci&oacute;n de ambas permite imprimir el sello personal del equipo t&eacute;cnico.</p><p>El nombre de las bodegas est&aacute; muy ligado a la historia y cultura de nuestro pa&iacute;s. Son llamadas as&iacute; en honor a Gonzalo de Berceo, un monje y poeta del siglo XIII que vivi&oacute; en el Monasterio de Suso, ubicado en La Rioja. Gonzalo de Berceo, m&aacute;ximo representante del mester de clerec&iacute;a, ha sido considerado el padre del castellano y, es por ello, que dicho monasterio aparece en todas las etiquetas de los vinos de Bodegas Berceo.</p>","<p>Bodegas Berceo se funda en 1801, y es la bodega m&aacute;s antigua de la ciudad de Haro, el coraz&oacute;n de la zona vin&iacute;cola de la DOCa Rioja y la &uacute;nica de la &eacute;poca con dise&ntilde;o vertical que sigue en funcionamiento.</p><p>Al estar edificada aprovechando el desnivel natural de la monta&ntilde;a, la estructura de la bodega permite que todo el proceso de elaboraci&oacute;n pueda llevarse a cabo siguiendo un patr&oacute;n de gravedad en las cinco alturas que la componen. Este concepto persigue que el uso de la maquinaria intervenga lo menos posible en el proceso de transformaci&oacute;n de uva a vino y, por consiguiente, se conserven mejor todas sus propiedades naturales.</p><p>De este modo, cada fase del proceso de la elaboraci&oacute;n se desempe&ntilde;a en un piso y el vino se traslada de forma natural sin manipulaci&oacute;n ni intervenci&oacute;n de maquinaria, lo que asegura una elaboraci&oacute;n de mayor calidad.</p><p>Los calados de la bodega est&aacute;n situados en lo que fueron las antiguas galer&iacute;as del Castillo de Haro, que datan del medievo.</p><p>Son cuevas subterr&aacute;neas que, en su &eacute;poca, serv&iacute;an como galer&iacute;as de comunicaci&oacute;n bajo tierra dentro de la ciudad, siendo una de ellas utilizada como v&iacute;a de escape, ya que estaba conectada directamente con el exterior de la ciudad. Estas galer&iacute;as demuestran que Bodegas Berceo est&aacute;n construidas sobre las ruinas del castillo, siendo esta zona de los calados una de las que m&aacute;s inter&eacute;s suscita en las visitas.</p><p>Estas galer&iacute;as subterr&aacute;neas mantienen una humedad y temperatura constantes durante todo el a&ntilde;o, ideales para la crianza y envejecimiento de los vinos.</p><p>En cuanto a la elaboraci&oacute;n de los vinos, la filosof&iacute;a de Bodegas Berceo se basa en dos fuentes de inspiraci&oacute;n que son las que hoy nutren el mundo del vino: una, la encuentra en la antiqu&iacute;sima experiencia del viejo continente europeo; la otra, del nuevo mundo y sus t&eacute;cnicas vanguardistas, que permiten imprimir el sello personal del equipo t&eacute;cnico.</p>","Haro","Calle de las Cuevas, 32   26200","Calle de las Cuevas, 22   26200","imagenes/Documentos/imgsem/2c/2c76/2c76a96e-dc1d-4cbc-a8b4-b6e70317df47/27452ac4-b6a7-29a5-f522-7ac3c6b1944a.jpg?v=5855","imagenes/Documentos/imgsem/2c/2c76/2c76a96e-dc1d-4cbc-a8b4-b6e70317df47/6da6cec4-d2f4-3407-78b6-0036107f5f84.jpg?v=8108","10 € por persona visita con cata y aperitivo. Resto de experiencias a consultar.","La Rioja Alta","+34 948 692 500","www.bodegasberceo.com","Bodegas Berceo","Bodegas Berceo","42.575927","-2.845621"
"Bodega Finca de los Arandinos","<p>Bodega familiar que elabora sus vinos a partir de vi&ntilde;edo propio. La bodega est&aacute; integrada en una finca de m&aacute;s de 6 ha, rodeada de vi&ntilde;edo y olivos. Cuenta con un moderno hotel de dise&ntilde;o con spa y un restaurante cuya filosof&iacute;a se basa en productos de calidad.</p>","<p>Family run winery, which makes its wines from its own vineyard. The Winery stands on a 6 hectare estate, surrounded by vineyards and olive trees. It has a modern designer hotel with a spa and a restaurant based on a &quot;km 0&quot; quality product philosophy.</p>","Entrena","Ctra. LR 137- km 4,6, 26375","Ctra. LR 137- km 4,6, 26375","imagenes/Documentos/imgsem/83/83ca/83ca011a-3bc0-4dcf-81ff-23b7cc61f56c/b14bc58c-39fa-de54-190d-1d8a9023662b.jpg","imagenes/Documentos/imgsem/83/83ca/83ca011a-3bc0-4dcf-81ff-23b7cc61f56c/85fe1054-b81e-d0a0-e305-21359ba1cac4.jpg","10 € adulto / 5 € menores de 18 años.","Logroño y alrededores","+34 941 446 126","www.fincadelosarandinos.com","Bodega Finca de los Arandinos","Bodega Finca de los Arandinos","42.38696","-2.52976"
"Bodegas y Viñedos Arranz-Argote","Calado del siglo XV. Bodega artesanal-tradicional. Una&nbsp;única maraca, &quot;Arar&quot;,&nbsp;y un solo vino por a&ntilde;ada de alta calidad, &quot;vino de autor&quot;. Producción muy limitada. En el 2003 sólo se sacaron 4.500 botellas.<br /><br />Bodega situada en pleno casco histórico de Navarrete, pasando por la&nbsp;misma puerta de la bodega el&nbsp;Camino de Santiago.&nbsp;","15th century cellar. Traditional-artisanal winery. A &nbsp;single brand, &quot;Arar&quot;,&nbsp;and a single high quality vintage wine, &quot;Signature wine&quot;. A very limited production. In 2003 we only produced 4,500 bottles.<br /><br />Winery located in the historic heart of Navarrete, St James' Way passing in front of the Winery entrance.","Navarrete","Mayor Alta, 43, 26370","Mayor Alta, 43    26370","imagenes/Documentos/imgsem/82/82f2/82f22233-d26d-4322-a02b-0f3a56a0e3e5/785d01d0-afa7-e1a7-4b5f-e1abe4c125e9.jpg","imagenes/Documentos/imgsem/82/82f2/82f22233-d26d-4322-a02b-0f3a56a0e3e5/f8113693-cb86-e58b-127f-1c926a1abfac.jpg","5","Logroño y alrededores","+34 699 046 043/ 630 489 312","www.vinoarar.com",,,"42.42974","-2.562346"
"Bodegas y Viñedos Tritium","<p>Cada d&iacute;a m&aacute;s, todo tipo de visitantes, se acercan a Bodegas Tritium a conocer m&aacute;s sobre nuestro procesos de elaboraci&oacute;n del vino.</p><p>En estas visitas adem&aacute;s de conocer en primera persona la arquitectura de las bodegas aprenden todo sobre el proceso de elaboraci&oacute;n del vino, desde la recogida de la uva hasta su embotellamiento.</p><p>En Bodegas Tritium te ofrecemos 3 diferentes visitas guiadas desde la m&aacute;s b&aacute;sica con un coste de 10 Euros que incluye la cata de 2 vinos, crianza y reservar, una ligera explicaci&oacute;n de la bodega, y un peque&ntilde;o aperitivo, hasta una deliciosa comida en el moderno comedor de nuestra bodega, &nbsp;realizada con Aceite Tritium, cuyos platos en su totalidad est&aacute;n elaborados con productos de la tierra, regada por los espectaculares vinos de Rioja de nuestra bodega, acompa&ntilde;ada de una visita completa a la bodega y una de-gustaci&oacute;n completa de nuestros vinos.</p>","<p>Cada d&iacute;a m&aacute;s, todo tipo de visitantes, se acercan a Bodegas Tritium a conocer m&aacute;s sobre nuestro procesos de elaboraci&oacute;n del vino.</p><p>En estas visitas adem&aacute;s de conocer en primera persona la arquitectura de las bodegas aprenden todo sobre el proceso de elaboraci&oacute;n del vino, desde la recogida de la uva hasta su embotellamiento.</p><p>En Bodegas Tritium te ofrecemos 3 diferentes visitas guiadas desde la m&aacute;s b&aacute;sica con un coste de 10 Euros que incluye la cata de 2 vinos, crianza y reservar, una ligera explicaci&oacute;n de la bodega, y un peque&ntilde;o aperitivo, hasta una deliciosa comida en el moderno comedor de nuestra bodega, &nbsp;realizada con Aceite Tritium, cuyos platos en su totalidad est&aacute;n elaborados con productos de la tierra, regada por los espectaculares vinos de Rioja de nuestra bodega, acompa&ntilde;ada de una visita completa a la bodega y una de-gustaci&oacute;n completa de nuestros vinos.</p>","Cenicero","Avda. de la Libertad, 9   26350","Avda. de la Libertad, 9   26350","imagenes/Documentos/imgsem/58/5854/5854056d-eb60-4029-949c-3700e988db2e/e5fd200e-b51d-56cb-f005-cfac5539288b.jpg","imagenes/Documentos/imgsem/58/5854/5854056d-eb60-4029-949c-3700e988db2e/a918fb7e-cdc9-0742-f281-587247fd0502.jpg","10 €","La Rioja Alta","+34 629 152 822","www.tritium.es",,,"42.481172","-2.646511"
"Bodegas Pastor Díaz","<p>Todos sus vinos provienen de vi&ntilde;edos propios. Visita de vi&ntilde;edos y degustaci&oacute;n de vinos. Club de vinos.</p>","All their wines come from vineyards. Vineyard and wine tasting. Wine Club. <br />","Aldeanueva de Ebro","Avda. Gonzalo de Berceo, 91","Avda. Gonzalo de Berceo, 91","imagenes/Documentos/imgsem/06/06b1/06b12454-bf8c-4b0f-9d19-ad8d2b7c745b/2931f11d-0a49-4b13-a002-98d8106c2f62.jpg","imagenes/Documentos/imgsem/06/06b1/06b12454-bf8c-4b0f-9d19-ad8d2b7c745b/e3154007-8eba-d841-9382-c38c8ff3d877.jpg",,"La Rioja Suroriental","941 142 390 / 941 163 511","www.pastordiaz.com",,,"42.2265181","-1.8896074"
"Bodegas Jesús Fernando Gómez-Cruzado","<p>Situada en la zona de bodegas de Briones realizadas en la segunda mitad del siglo XVIII.</p>","<p>Situada en la zona de bodegas de Briones realizadas en la segunda mitad del siglo XVIII.</p>","Briones","C/ Muro, 7   26200","C/ Muro, 7   26200","imagenes/Documentos/imgsem/27/275e/275e01be-b73a-4c47-88b2-499b69add853/a8e3032d-d8d8-d34a-5a12-018a9fa8c97f.jpg?v=3505","imagenes/Documentos/imgsem/27/275e/275e01be-b73a-4c47-88b2-499b69add853/2b7df1cc-56fe-5527-58ac-f559ecadd6cd.jpg?v=3136","Entrada gratuita","La Rioja Alta","+645 309 357","www.fernandogomezcruzado.com",,,"42.546608","-2.786973"
"Bodegas Hermanos Peciña","<p>La visita dura alrededor de 30 minutos <!-- span--> <!-- p--></p><p>&nbsp;</p><p>Se inicia con la historia de la bodega, luego contin&uacute;a con una visita a las diferentes partes de la bodega: <!-- span--> <!-- p--></p><p>&nbsp;</p><p>- Recepci&oacute;n de las uvas <!-- span--> <!-- p--></p><p>&nbsp;</p><p>- Sala Vat: el proceso de elaboraci&oacute;n del vino se explica <!-- span--> <!-- p--></p><p>&nbsp;</p><p>- Barril s&oacute;tano: la crianza en barrica y botella tiempos de envejecimiento de los diferentes vinos se explican. El envejecimiento de los vinos: estanter&iacute;as tradicionales por decantaci&oacute;n y gravedad <!-- span--> <!-- p--></p><p>&nbsp;</p><p>- Botella bodega &lt;. / span&gt; <!-- p--></p><p>&nbsp;</p><p>- Embotellado y L&iacute;nea de etiquetado: el proceso de embotellado y etiquetado se explican (la Junta). <!-- span--> <!-- p--></p><p>&nbsp;</p><p>Una vez que la gira de bodega se ha completado, usted es capaz de degustar algunos vinos. &lt; / span&gt; <!-- p--></p><p>&nbsp;</p><p>Todo totalmente gratuito. <!-- span--> <!-- p--></p>","<p style=""""MARGIN: ""><span style=""""FONT-SIZE: "">The visit lasts about 30 minutes.</span></p><p /><p style=""""MARGIN: ""><span style=""""FONT-SIZE: "">It starts with the history of the bodega, then continues with a  visit to different parts of the bodega:</span></p><p /><p style=""""MARGIN: ""><span style=""""FONT-SIZE: "">- Reception of the grapes.</span></p><p /><p style=""""MARGIN: ""><span style=""""FONT-SIZE: "">- Vat room: the winemaking process is explained.</span></p><p /><p style=""""MARGIN: ""><span style=""""FONT-SIZE: "">- Barrel cellar: cask-ageing and bottle ageing times for the different wines are explained. Ageing of the wines: traditional racking by decanting and gravity.</span></p><p /><p style=""""MARGIN: ""><span style=""""FONT-SIZE: "">- Bottle cellar</span></p><p /><p style=""""MARGIN: ""><span style=""""FONT-SIZE: "">- Bottling and labelling line: the bottling process and labelling are explained (Board).</span></p><p /><p style=""""MARGIN: ""><span style=""""FONT-SIZE: "">Once the bodega tour is completed, you are able to taste some wines.</span></p><p /><p style=""""MARGIN: ""><span style=""""FONT-SIZE: "">All totally free of charge.</span></p>","San Vicente de La Sonsierra","Ctra. Vitoria, Km. 47","Ctra. Vitoria, Km. 47","imagenes/Documentos/imgsem/5e/5e05/5e05c9f3-d8d8-47a8-bf2f-6d2f0285f745/bfcaef25-49c9-cd73-4ae5-ce514889f972.jpg","imagenes/Documentos/imgsem/5e/5e05/5e05c9f3-d8d8-47a8-bf2f-6d2f0285f745/319aa27e-5727-daf5-01e6-1662b62762d7.jpg",,"La Rioja Alta","941 334 366","www.bodegashermanospecina.com",,,"42.5631748","-2.7593143"
"Bodegas Nubori","<p>Localizada en Alfaro, poblaci&oacute;n de La Rioja Baja; sus accesos por carretera (N-232) y ferrocarril son inmejorables. A las puertas del parque natural de Los Sotos del Ebro, donde se alimenta una de las colonias de cig&uuml;e&ntilde;as m&aacute;s grandes y cerca de los yacimientos arqueol&oacute;gicos romanos m&aacute;s importantes de la zona, est&aacute; ubicada.<br /><br />Las instalaciones de elaboraci&oacute;n y crianza se hallan en una propiedad de 13&nbsp;ha con vi&ntilde;edo propio. Con 8000&nbsp;metros construidos, donde podemos contemplar la planta de embotellado, nave de crianza, nave de elaboraci&oacute;n, nave de almacenamiento, sala de catas profesionales, zona noble y asador.<br /><br />Con capacidad para 10&nbsp;000 barricas y capacidad productiva de 6&nbsp;000&nbsp;000 kg, contamos con los &uacute;ltimos avances tecnol&oacute;gicos en materia de vinificaci&oacute;n.</p>","Located in Alfaro, La Rioja Baja, with excellent connections by road (N-232) and railway. Near the Parque Natural de Los Sotos del Ebro, where you will find one of the largest colonies of white storks, and close to the most important Roman archaeological sites in the area, stands Bodegas Marqu&eacute;s de Campo Nuble, a hundred-year old Winery, which has successfully culminated its expansion and renovation project by&nbsp;D. Jos&eacute; María Ruiz-Mateos y Jim&eacute;nez de Tejada, current Marqu&eacute;s de Campo Nuble.<br /><br />The winemaking and crianza (aging) facilities are on a 13 hectare estate with its own vineyard. With a built surface of 8,000 m2, where you can see the bottling plant, aging room, production room, warehouse, professional tasting room,  main area and the carvery/grill.<br /><br />With a capacity of 10,000 barrels, and a production capacity of 6,000,000 kg, we have the latest technological advances in the field of winemaking.<br />","Alfaro","Avda. del Ebro, s/n, 26540","Avda. del Ebro, s/n   26540","imagenes/Documentos/imgsem/b1/b101/b1013974-b8e9-4b57-89b6-a49f2a07aee6/ce3ccf4a-9bc6-4954-b044-3f2f8fa36d05.jpg","imagenes/Documentos/imgsem/b1/b101/b1013974-b8e9-4b57-89b6-a49f2a07aee6/509db1ef-a517-c15d-5099-5af5754e4711.jpg","12 €","La Rioja Suroriental","+34 941 183 502","www.bodegasnubori.com",,,"42.18586","-1.749152"
"Bodegas CVNE","<p>Ubicada en pleno barrio de la estaci&oacute;n de Haro esta bodega destaca por muchos motivos. Por su tama&ntilde;o, siendo una de las bodegas de mayor envergadura de nuestro pa&iacute;s, pero sin perder un &aacute;pice de personalidad. Por su car&aacute;cter familiar, a pesar de estar cotizada en bolsa. Por su capacidad de mantener un estilo inconfundible en sus marcas, que para muchos son referencia y valores seguros. Por sus geniales y conseguidas marcas, Vi&ntilde;a Real, Imperial y la propia Cune, con &ldquo;u&rdquo; fruto de la casualidad acertada de una errata.<br /><br />Por su capacidad de evoluci&oacute;n y adaptaci&oacute;n a los nuevos tiempos, habi&eacute;ndose desdoblado en dos bodegas, una en la Rioja Alta, y la nueva, Vi&ntilde;a Real, en al Rioja Alavesa. En definitiva, un icono serio, se&ntilde;orial, vivo, actual y a la vez cl&aacute;sico, que resume la historia de La Rioja, que se ha hecho grande entre otras, gracias a bodegas como esta. Vinos que son valores seguros con visi&oacute;n de largo plazo, en los que el jurado juzga con perspectiva de 20 a&ntilde;adas.<br /><br /><strong>Q de Calidad Tur&iacute;stica</strong></p><p>&nbsp;</p><p><iframe frameborder=""0"" height=""390"" src=""https://www.youtube.com/embed/kyBlWJ_DsWI?rel=0"" title=""YouTube video player"" type=""text/html"" width=""480""></iframe></p>","Bodega with over 125 years' history located in the famous Station Quarter of Haro","Haro","Barrio de la Estación s/n","Barrio de la Estación s/n","imagenes/Documentos/imgsem/21/213b/213be081-e9c0-46fe-91cd-60f0920416ba/d37f35dd-49b1-c9b6-b9be-0821c307d63a.jpg","imagenes/Documentos/imgsem/21/213b/213be081-e9c0-46fe-91cd-60f0920416ba/7081770c-f610-504e-16bb-fdcfab1831db.jpg","12 € adultos, 3 € de 3 a 18 años.","La Rioja Alta","+34 941 304 809","www.cvne.com","Bodegas CVNE","Bodegas CVNE","42.581990","-2.848260"
"Bodegas Ollauri-Conde de los Andes","<p>Bodegas Ollauri-Conde de los Andes es la suma del respeto por el patrimonio hist&oacute;rico, el compromiso con la custodia de cientos de miles de botellas de a&ntilde;adas antiguas y la renovaci&oacute;n que simboliza la actual gama de vinos. Procedentes de peque&ntilde;as parcelas de vi&ntilde;edo viejo plantadas en parajes altos, representan una nueva interpretaci&oacute;n del vino de la Rioja Alta bajo la marca recuperada Conde de los Andes.</p><p>Best Of Wine Tourism Bilbao -Rioja 2018 y Best Of Global Award 2018</p>","<p>Patrimonio arquitect&oacute;nico del S.XVI</p>","Ollauri","Sol de la Cabara, s/n   26220","Sol de la Cabara, s/n   26220","imagenes/Documentos/imgsem/fa/fadd/faddcb42-fc4a-4c66-a740-5300816024ff/e9a55cd7-1ebb-0ac7-4754-b03c1f4d9584.jpg","imagenes/Documentos/imgsem/fa/fadd/faddcb42-fc4a-4c66-a740-5300816024ff/e9a55cd7-1ebb-0ac7-4754-b03c1f4d9584.jpg","30€","La Rioja Alta","+34 941 338 380/ 609 866 703","www.bodegasollauri.com","Bodegas Ollauri-Conde de los Andes","Bodegas Ollauri-Conde de los Andes","42.541551","-2.835114"
"Bodegas Lagar de Zabala","<p>Bodega antigua restaurada, situada en el centro del casco antiguo, en la Plaza Mayor, bajo los arcos del ayuntamiento de San Vicente de la Sonsierra.</p>","Restored old winery located in the centre of the old town, in the Plaza Mayor, beneath the arcades of San Vicente de la Sonsierra Town Hall.","San Vicente de La Sonsierra","Plaza Mayor, 2, 26338","Plaza Mayor, 2, 26338","imagenes/Documentos/imgsem/04/0464/04647fa6-417e-4510-a11c-acf9d86919f1/48aa971d-1566-b3f8-cef5-5bf3d229efe1.jpg","imagenes/Documentos/imgsem/04/0464/04647fa6-417e-4510-a11c-acf9d86919f1/3803eccd-1df0-8618-5c9e-4815a57e7c56.jpg",,"La Rioja Alta","+34 941 334 435/ 686 230 687","www.bodegaslagardezabala.com",,,"42.56246","-2.75878"
"Bodegas Martínez Palacios","<p>Peque&ntilde;a bodega con producci&oacute;n de vinos de alta calidad. Posibilidad de alquilar el comedor de la bodega para grupos entre 8 y 20 personas.</p>","Small bodega making high quality wines. Possibility of hiring the bodega dining room for groups of between 8 and 20 people.","Ollauri","Calle Real, 22   26220","Real, 22","imagenes/Documentos/imgsem/ba/ba82/ba8276eb-6e35-43f3-9d1a-3e4a16a7053d/ed355f36-0b73-f1fa-9fd4-bcd2389434a2.jpg","imagenes/Documentos/imgsem/ba/ba82/ba8276eb-6e35-43f3-9d1a-3e4a16a7053d/ef1a37e0-b548-9713-0493-517da0442358.jpg","Entrada gratuita","La Rioja Alta","+34 941 338 023 - 626 782 009","www.bodegasmartinezpalacios.com","Bodegas Martínez Palacios","Bodegas Martínez Palacios","42.5446983","-2.8316574"
"Bodegas Valentín Pascual","<p>Bodega tradicional de car&aacute;cter familiar, siendo la cuarta generaci&oacute;n que respetando &iacute;ntegramente la edificaci&oacute;n del siglo XVI sigue elaborando artesanalmente sus vinos. Uvas de vi&ntilde;edos propios son fermentadas mediante maceraci&oacute;n carb&oacute;nica en lagos de piedra y el vino obtenido sigue su evoluci&oacute;n en nueve cubas centenarias situadas en calados arqueados en piedra a unos ocho mts. de profundidad. De esta&nbsp; forma mantenemos lo que fue medio de vida y s&iacute;mbolo de La Rioja y que pr&aacute;cticamente ha desaparecido.</p>","<span>Bodega tradicional de carácter familiar, siendo la cuarta generación que —respetando íntegramente la edificación del siglo XVI— sigue elaborando artesanalmente sus vinos. Las uvas de los viñedos propios se fermentan mediante maceración carbónica en lagos de piedra y el vino obtenido sigue su evolución en nueve cubas centenarias, situadas en calados arqueados en piedra a unos ocho metros de profundidad. De esta&nbsp; forma mantenemos lo que fue medio de vida y símbolo de La Rioja, y que prácticamente ha desaparecido.</span>","Cenicero","Plaza de España, 8, 26350","Plaza de España, 8, 26350","imagenes/Documentos/imgsem/7f/7f7c/7f7cb82c-6ead-4038-b098-95bc9c0ba66c/5657c75c-ed21-956e-3b5c-e74e56488490.jpg","imagenes/Documentos/imgsem/7f/7f7c/7f7cb82c-6ead-4038-b098-95bc9c0ba66c/7b81a1e2-13b7-2a2c-2ebb-4efdc2154f78.jpg","8€","La Rioja Alta","+34 608 572 244","www.bodegasvalentinpascual.com",,,"42.48189","-2.641989"
"Viñedos Real Rubio","<p>La historia de Vi&ntilde;edos Real Rubio comenz&oacute; hace m&aacute;s de cien a&ntilde;os de la mano de nuestros bisabuelos, que iniciaron la cultura vit&iacute;cola en el entorno del monte Yerga, cultivando vi&ntilde;edos a una altitud de entre 400 y 500 metros. Las generaciones posteriores constataron las propiedades ed&aacute;ficas y clim&aacute;ticas de aquellos parajes e incrementaron aquel patrimonio sum&aacute;ndose a esa apuesta colectiva por cultivar vi&ntilde;edo.</p><p>A aquella herencia recibida, nosotros, Mari Luz y Javier, junto a nuestros hijos, le a&ntilde;adimos nuestra voluntad de conservarla y ampliarla en torno a un proyecto familiar del que naci&oacute;, en 2004, nuestra bodega, Vi&ntilde;edos Real Rubio.</p>","Viñedos Real Rubio is a family Winery, with 70 hectares of its own vineyards. The visit starts in the vineyard and ends in the wine cellar where you can taste our wines. It has a cask club.","Aldeanueva de Ebro","Avda. de La Rioja, s/n, 26559","Avda. de La Rioja, s/n    26559  ","imagenes/Documentos/imgsem/35/358f/358fe4eb-c675-473f-b440-911e8a7966cd/a6e4ecb8-47b3-785d-92ee-0b7c45fd6528.jpg","imagenes/Documentos/imgsem/35/358f/358fe4eb-c675-473f-b440-911e8a7966cd/6647be57-51d6-28f4-1c80-68f36579a494.jpg","5 €","La Rioja Suroriental","+34 941 163 672/ 630 609 220","www.realrubio.es","Viñedos Real Rubio","Viñedos Real Rubio","42.2325805","-1.8902653"
"Bodegas Heredad Martínez Castillo","<p>Cosecha propia. Elaboraci&oacute;n con variedades propias: 90% tempranillo, 8% mazuelo, 2% graciano. Enclavado en vi&ntilde;edos de la propiedad.&nbsp;Bodega fundada en el 2002 en La Rioja Alta.</p>","Own harvest. Made with indigenous varieties: 90% tempranillo, 8% mazuelo, 2% graciano. Located in estate vineyards.","Cuzcurrita del Río Tirón","Ctra. Santander, km. 458 nº 232   26214","Ctra. Santander, km. 458 nº 232   26214","imagenes/Documentos/imgsem/22/22e1/22e16517-5d2f-471e-8c24-dc779200b55d/2097a5e5-9645-ab41-702e-49ef46df68d8.jpg","imagenes/Documentos/imgsem/22/22e1/22e16517-5d2f-471e-8c24-dc779200b55d/a44a3e7d-17ff-df49-911f-829a1be6f0eb.jpg","5 € con cata","La Rioja Alta","+34 606 400 053/ 662 493 391","www.heredadmartinezcastillo.es","Bodegas Heredad Martínez Castillo","Bodegas Heredad Martínez Castillo","42.55155","-2.962776"
"Bodegas Vivanco","<p>La Bodega, subterr&aacute;nea, es funcional y est&eacute;tica. El edificio se realiz&oacute; bajo el suelo con el objetivo de eliminar la menor parte posible de vi&ntilde;edo y para minimizar el impacto ambiental a favor de la conservaci&oacute;n del paisaje. Al hacer la bodega subterr&aacute;nea, tambi&eacute;n se lograba favorecer unas condiciones de temperatura y humedad equilibradas de manera natural todo el a&ntilde;o, imprescindibles para la buena conservaci&oacute;n y crianza del vino en barrica o en tino de roble.</p><p>El esp&iacute;ritu vitivin&iacute;cola y pionero de Rafael Vivanco se ve reflejado, adem&aacute;s de en sus vinos, en la experimentaci&oacute;n e investigaci&oacute;n sobre diferentes m&eacute;todos de cultivo y de elaboraci&oacute;n, en la utilizaci&oacute;n de variedades minoritarias o en la crianza en roble de diversas procedencias.</p>","<p>An ideal complement to the visit to the Dinastia Vivanco Museum of the Culture of Wine, in order to learn about the world of wine in all its facets: cultural, and the skills of the craftsmen.</p>","Briones","Ctra. Nacional N-232, km 442   26330","Ctra. Nacional N-232, km 442   26330","imagenes/Documentos/imgsem/81/81a1/81a1c4b4-88b3-4d58-8054-6042449e3218/7ba4d700-dd8e-7a6b-5a75-74bab661f3a1.jpg","imagenes/Documentos/imgsem/81/81a1/81a1c4b4-88b3-4d58-8054-6042449e3218/9240a4d8-58f1-48e7-fd92-f7d89c4044bf.jpg","Ver descripción","La Rioja Alta","+34 941 322 323","www.vivancoculturadevino.com",,,"42.540445","-2.781203"
"Tobelos, Bodegas y Viñedos","<p>Tobelos Bodegas y Vi&ntilde;edos es un cuidado proyecto que nace con el nuevo milenio. Una singular construcci&oacute;n de estilo minimalista e innovador que rompe con todos los esquemas de las construcciones cl&aacute;sicas y modernas. Nuestra filosof&iacute;a se basa en reflejar la tipicidad de la zona de Bri&ntilde;as en nuestros vinos, mimando la calidad de las uvas y la elaboraci&oacute;n. La bodega est&aacute; situada en lo alto de una colina, que ofrece unas impresionantes vistas del vi&ntilde;edo, el valle del Ebro y las monta&ntilde;as.</p>","La Encina Bodegas y vineyards is a singular building of innovative and minimalist style that breaks with all the classic modern building schemes, in addition to using state-of-the-art machinery. It offers  stunning views thanks to its elevated position overlooking the vineyard and landscape.","Briñas","Ctra. N-124, km 45, 26290","Ctra. N-124, Km. 45    26290 ","imagenes/Documentos/imgsem/4b/4ba4/4ba4cce6-7c3e-464e-b517-71666dd79fe0/77db92ee-d4a6-2dd4-c1ca-8ec1701d58f2.jpg","imagenes/Documentos/imgsem/4b/4ba4/4ba4cce6-7c3e-464e-b517-71666dd79fe0/2277f2fa-28f3-c61d-1c81-61b66b23fb01.jpg?v=8446","10 €","La Rioja Alta","+34 941 305 630 / 669 462 185","www.tobelos.com",,,"42.6023759","-2.8334038"
"Bodegas Lagar de Zabala","Bodega antigua restaurada, situada en el centro del casco antiguo, en la plaza Mayor, bajo los arcos del Ayuntamiento de San Vicente de la Sonsierra.","Bodega antigua restaurada, situada en el centro del casco antiguo, en la plaza Mayor, bajo los arcos del Ayuntamiento de San Vicente de la Sonsierra.","San Vicente de La Sonsierra","Plaza Mayor, 2   26338","Plaza Mayor, 2, 26338","imagenes/Documentos/imgsem/04/0464/04647fa6-417e-4510-a11c-acf9d86919f1/48aa971d-1566-b3f8-cef5-5bf3d229efe1.jpg","imagenes/Documentos/imgsem/04/0464/04647fa6-417e-4510-a11c-acf9d86919f1/3803eccd-1df0-8618-5c9e-4815a57e7c56.jpg",,"La Rioja Alta","+34 941 334 435/ 686 230 687","www.bodegaslagardezabala.com",,,"42.56246","-2.75878"
